Address,Postcode,Suburb,Regionname,CouncilArea,Type,Price,SellerG,Method,Date,Year,Month,NewBed,Bathroom,Bathroom_was_0,Car,Car_was_missing,Distance,Landsize,Landsize_Indicator,BuildingArea
13 Mills St,3188,Hampton,Southern Metropolitan,Bayside,t,1285000,Hodges,S,2017-06-24,2017,6,2,1.0,False,1.0,False,13.8,348,0,100.0
2/17 Small St,3188,Hampton,Southern Metropolitan,Bayside,u,685000,Buxton,SP,2017-06-24,2017,6,2,1.0,False,0.0,False,13.8,0,1,81.0
1/121 Thomas St,3188,Hampton,Southern Metropolitan,Bayside,u,878000,Marshall,S,2017-06-24,2017,6,2,1.0,False,1.0,False,13.8,128,0,
1/2 Flowerdale Rd,3188,Hampton East,Southern Metropolitan,Bayside,u,957000,Buxton,S,2017-06-24,2017,6,3,2.0,False,2.0,False,13.8,254,0,113.0
5/350 Auburn Rd,3122,Hawthorn,Southern Metropolitan,Boroondara,t,1236000,Marshall,S,2017-06-24,2017,6,3,2.0,False,2.0,False,5.3,159,0,
18 Belgrave St,3122,Hawthorn,Southern Metropolitan,Boroondara,h,1750000,Jellis,PI,2017-06-24,2017,6,3,2.0,False,0.0,False,5.3,234,0,
8 Kinkora Rd,3122,Hawthorn,Southern Metropolitan,Boroondara,h,2010000,Marshall,PI,2017-06-24,2017,6,4,3.0,False,3.0,False,5.3,451,0,
8 Leslie St,3122,Hawthorn,Southern Metropolitan,Boroondara,h,2370000,Jellis,S,2017-06-24,2017,6,3,2.0,False,1.0,False,5.3,362,0,188.0
1/30 Lisson Gr,3122,Hawthorn,Southern Metropolitan,Boroondara,h,1480000,Marshall,S,2017-06-24,2017,6,2,1.0,True,0.0,False,5.3,241,0,
9 Manchester St,3122,Hawthorn,Southern Metropolitan,Boroondara,h,1682000,Jellis,S,2017-06-24,2017,6,2,1.0,False,1.0,False,5.3,264,0,97.0
2/60 Darebin St,3084,Heidelberg,Eastern Metropolitan,Banyule,u,915000,Miles,S,2017-06-24,2017,6,4,2.0,False,2.0,False,8.9,419,0,
3/186 Hawdon St,3084,Heidelberg,Eastern Metropolitan,Banyule,t,781000,Miles,S,2017-06-24,2017,6,3,2.0,False,2.0,False,8.9,137,0,
129 Outhwaite Rd,3081,Heidelberg West,Eastern Metropolitan,Banyule,h,875000,Haughton,SP,2017-06-24,2017,6,2,1.0,False,3.0,False,8.8,671,0,
4 Major St,3190,Highett,Southern Metropolitan,Bayside,h,1300000,Buxton,VB,2017-06-24,2017,6,4,2.0,False,2.0,False,16.0,604,0,
3 Seaton Rd,3190,Highett,Southern Metropolitan,Bayside,h,1430000,Buxton,S,2017-06-24,2017,6,4,2.0,False,1.0,False,16.0,590,0,
20 Cuthbert Dr,3037,Hillside,Western Metropolitan,Melton,h,660000,Barry,S,2017-06-24,2017,6,3,2.0,False,2.0,False,18.0,666,0,193.0
54 Timele Dr,3037,Hillside,Western Metropolitan,Melton,h,480000,Barry,PI,2017-06-24,2017,6,3,2.0,False,1.0,False,18.0,320,0,
11 Athelstane Gr,3079,Ivanhoe,Eastern Metropolitan,Banyule,h,2380000,Jellis,S,2017-06-24,2017,6,4,2.0,False,2.0,False,7.8,778,0,
83 Oriel Rd,3079,Ivanhoe,Eastern Metropolitan,Banyule,h,1035000,Miles,S,2017-06-24,2017,6,3,1.0,False,2.0,False,7.8,585,0,
2/123 Waterdale Rd,3079,Ivanhoe,Eastern Metropolitan,Banyule,t,975000,Nelson,SP,2017-06-24,2017,6,3,2.0,False,1.0,False,7.8,103,0,120.0
50 Emu Pde,3047,Jacana,Northern Metropolitan,Hume,h,556000,YPA,S,2017-06-24,2017,6,3,1.0,False,1.0,False,14.0,627,0,
25 Skyline Dr,3036,Keilor,Western Metropolitan,Brimbank,h,875000,Brad,SP,2017-06-24,2017,6,3,1.0,False,2.0,False,14.5,722,0,
7 Antwerp Dr,3038,Keilor Downs,Western Metropolitan,Brimbank,h,670000,Prof.,S,2017-06-24,2017,6,4,2.0,False,2.0,False,15.5,713,0,164.0
1/37 Thornhill Dr,3038,Keilor Downs,Western Metropolitan,Brimbank,h,575000,Brad,SP,2017-06-24,2017,6,3,1.0,False,1.0,False,15.5,307,0,
91A Bayswater Rd,3031,Kensington,Northern Metropolitan,Melbourne,h,1250000,Nelson,S,2017-06-24,2017,6,3,1.0,False,2.0,False,3.4,340,0,
11 McCracken St,3031,Kensington,Northern Metropolitan,Melbourne,h,840500,Rendina,S,2017-06-24,2017,6,2,1.0,False,0.0,False,3.4,107,0,
19 Campbell St,3101,Kew,Southern Metropolitan,Boroondara,h,1995000,Nelson,S,2017-06-24,2017,6,3,1.0,False,4.0,False,5.4,482,0,
1/18 Howard St,3101,Kew,Southern Metropolitan,Boroondara,u,600000,Nelson,S,2017-06-24,2017,6,2,1.0,False,1.0,False,5.4,847,0,
1/38 Pakington St,3101,Kew,Southern Metropolitan,Boroondara,u,797000,Jellis,S,2017-06-24,2017,6,2,1.0,False,2.0,False,5.4,964,0,
47 Stevenson St,3101,Kew,Southern Metropolitan,Boroondara,h,3001000,Woodards,S,2017-06-24,2017,6,3,1.0,False,3.0,False,5.4,784,0,
46 Hedgeley Rd,3173,Keysborough,South-Eastern Metropolitan,Greater Dandenong,h,752000,Buxton,PI,2017-06-24,2017,6,3,2.0,False,2.0,False,25.2,552,0,
59 David St,3075,Lalor,Northern Metropolitan,Whittlesea,h,705500,Harcourts,S,2017-06-24,2017,6,3,1.0,False,4.0,False,16.3,670,0,
78 French St,3075,Lalor,Northern Metropolitan,Whittlesea,h,685000,Love,S,2017-06-24,2017,6,2,1.0,False,2.0,False,16.3,766,0,
1 Howell St,3075,Lalor,Northern Metropolitan,Whittlesea,h,560000,Harcourts,S,2017-06-24,2017,6,3,1.0,False,1.0,False,16.3,364,0,165.0
1/11 Maxwell St,3075,Lalor,Northern Metropolitan,Whittlesea,h,511500,Harcourts,SP,2017-06-24,2017,6,2,1.0,False,2.0,False,16.3,416,0,93.0
1/30 Burns St,3012,Maidstone,Western Metropolitan,Maribyrnong,t,810000,Biggin,S,2017-06-24,2017,6,3,2.0,False,2.0,False,6.4,209,0,16.0
5D Belson St,3145,Malvern East,Southern Metropolitan,Stonnington,h,1275000,Tim,S,2017-06-24,2017,6,3,2.0,False,2.0,False,8.4,161,0,
4 Hillard St,3145,Malvern East,Southern Metropolitan,Stonnington,h,1690000,Marshall,SP,2017-06-24,2017,6,3,1.0,False,2.0,False,8.4,706,0,
8 Vickery St,3145,Malvern East,Southern Metropolitan,Stonnington,h,3600000,Marshall,S,2017-06-24,2017,6,4,3.0,False,2.0,False,8.4,552,0,355.0
22 Mephan St,3032,Maribyrnong,Western Metropolitan,Maribyrnong,t,815000,Edward,S,2017-06-24,2017,6,3,2.0,False,2.0,False,4.3,198,0,130.0
29 Monash St,3032,Maribyrnong,Western Metropolitan,Maribyrnong,h,920000,Biggin,VB,2017-06-24,2017,6,2,1.0,False,1.0,False,4.3,575,0,
2 Navarre Ct,3048,Meadow Heights,Northern Metropolitan,Hume,h,467000,Raine,S,2017-06-24,2017,6,3,1.0,False,1.0,False,17.4,565,0,98.0
102 Palmerston St,3337,Melton,Western Victoria,Melton,h,405000,hockingstuart,S,2017-06-24,2017,6,4,2.0,False,2.0,False,31.7,590,0,163.0
51 Andrew St,3338,Melton South,Western Victoria,Melton,h,420000,hockingstuart,S,2017-06-24,2017,6,3,2.0,False,2.0,False,29.8,599,0,
44 Brooklyn Rd,3338,Melton South,Western Victoria,Melton,h,465000,Reliance,S,2017-06-24,2017,6,3,1.0,False,2.0,False,29.8,615,0,
10 Apsley Ct,3082,Mill Park,Northern Metropolitan,Whittlesea,h,625000,Ray,S,2017-06-24,2017,6,4,2.0,False,2.0,False,17.9,628,0,
2/7 Bradley Dr,3082,Mill Park,Northern Metropolitan,Whittlesea,h,428000,Ray,S,2017-06-24,2017,6,2,1.0,False,1.0,False,17.9,389,0,104.0
31 Development Bvd,3082,Mill Park,Northern Metropolitan,Whittlesea,h,722500,Ray,S,2017-06-24,2017,6,4,2.0,False,2.0,False,17.9,643,0,169.5
1/6 Patmore Ct,3082,Mill Park,Northern Metropolitan,Whittlesea,h,421000,Ray,S,2017-06-24,2017,6,2,1.0,False,1.0,False,17.9,257,0,83.0
395 Mitcham Rd,3132,Mitcham,Eastern Metropolitan,Whitehorse,h,890000,Ray,S,2017-06-24,2017,6,2,2.0,False,1.0,False,17.2,370,0,370.0
8 Tourello St,3132,Mitcham,Eastern Metropolitan,Whitehorse,h,960000,Noel,VB,2017-06-24,2017,6,3,1.0,False,0.0,False,17.2,781,0,
146 Sherbourne Rd,3094,Montmorency,Eastern Metropolitan,Banyule,h,755000,Buckingham,S,2017-06-24,2017,6,3,1.0,False,2.0,False,16.2,848,0,
4/342 Ascot Vale Rd,3039,Moonee Ponds,Western Metropolitan,Moonee Valley,u,286000,Nelson,PI,2017-06-24,2017,6,1,1.0,False,1.0,False,6.2,114,0,42.2
184 Maribyrnong Rd,3039,Moonee Ponds,Western Metropolitan,Moonee Valley,h,1375000,Brad,S,2017-06-24,2017,6,3,1.0,False,1.0,False,6.2,449,0,
1A Dactyl Rd,3189,Moorabbin,Southern Metropolitan,Kingston,h,1401500,Buxton,S,2017-06-24,2017,6,3,2.0,False,4.0,False,14.3,867,0,
1/73 Chute St,3195,Mordialloc,South-Eastern Metropolitan,Kingston,h,920000,O'Brien,S,2017-06-24,2017,6,4,2.0,False,2.0,False,21.5,413,0,170.0
9 David St,3195,Mordialloc,South-Eastern Metropolitan,Kingston,h,1110000,Ray,S,2017-06-24,2017,6,2,1.0,False,1.0,False,21.5,709,0,
5 Armstrong St,3149,Mount Waverley,Eastern Metropolitan,Monash,h,1200000,McGrath,VB,2017-06-24,2017,6,3,1.0,False,4.0,False,14.2,807,0,117.0
13 Baily St,3149,Mount Waverley,Eastern Metropolitan,Monash,h,1387000,Ray,S,2017-06-24,2017,6,4,2.0,False,4.0,False,14.2,691,0,
3/20 Briggs St,3149,Mount Waverley,Eastern Metropolitan,Monash,t,970000,Buxton,SP,2017-06-24,2017,6,4,2.0,False,2.0,False,14.2,196,0,
2/40 Carrol Gr,3149,Mount Waverley,Eastern Metropolitan,Monash,u,870000,Buxton,S,2017-06-24,2017,6,3,2.0,False,2.0,False,14.2,264,0,
30 Howell Dr,3149,Mount Waverley,Eastern Metropolitan,Monash,h,1250000,Ray,S,2017-06-24,2017,6,3,1.0,False,1.0,False,14.2,722,0,
73 Lea Rd,3170,Mulgrave,South-Eastern Metropolitan,Monash,h,865000,Win,S,2017-06-24,2017,6,3,1.0,False,2.0,False,18.8,739,0,126.0
3 Atkinson St,3163,Murrumbeena,Southern Metropolitan,Glen Eira,h,1410000,Woodards,S,2017-06-24,2017,6,3,1.0,False,1.0,False,10.1,579,0,
2/41 Kangaroo Rd,3163,Murrumbeena,Southern Metropolitan,Glen Eira,u,1220500,Ray,S,2017-06-24,2017,6,3,2.0,False,2.0,False,10.1,462,0,
22 Wahroongaa Rd,3163,Murrumbeena,Southern Metropolitan,Glen Eira,h,1920000,Marshall,S,2017-06-24,2017,6,4,1.0,False,2.0,False,10.1,718,0,181.0
6 Saxonwood Dr,3805,Narre Warren,South-Eastern Metropolitan,Casey,h,597500,Ray,SP,2017-06-24,2017,6,3,1.0,False,2.0,False,34.1,810,0,
36 Davies St,3015,Newport,Western Metropolitan,Hobsons Bay,h,1250000,Greg,S,2017-06-24,2017,6,3,1.0,False,1.0,False,6.2,343,0,
112 Johnston St,3015,Newport,Western Metropolitan,Hobsons Bay,h,1230000,Williams,S,2017-06-24,2017,6,3,1.0,False,1.0,False,6.2,396,0,123.0
36 Junction St,3015,Newport,Western Metropolitan,Hobsons Bay,h,1220000,Hunter,SP,2017-06-24,2017,6,3,1.0,False,2.0,False,6.2,492,0,103.0
48 Ida St,3042,Niddrie,Western Metropolitan,Moonee Valley,h,1315000,Barry,S,2017-06-24,2017,6,4,2.0,False,2.0,False,10.4,650,0,
21 Conley St,3174,Noble Park,South-Eastern Metropolitan,Greater Dandenong,h,660000,Leyton,S,2017-06-24,2017,6,3,1.0,False,2.0,False,22.7,550,0,112.0
106/25 Oxford St,3051,North Melbourne,Northern Metropolitan,Melbourne,u,570000,Alexkarbon,VB,2017-06-24,2017,6,2,2.0,False,1.0,False,1.8,1223,0,81.0
2/7 Oxford St,3051,North Melbourne,Northern Metropolitan,Melbourne,u,850000,W.B.,VB,2017-06-24,2017,6,2,3.0,False,1.0,False,1.8,1223,0,
114 Beavers Rd,3070,Northcote,Northern Metropolitan,Darebin,h,1000000,Nelson,VB,2017-06-24,2017,6,3,1.0,False,1.0,False,5.3,188,0,
128 Charles St,3070,Northcote,Northern Metropolitan,Darebin,h,1240000,Nelson,S,2017-06-24,2017,6,3,1.0,False,1.0,False,5.3,247,0,
78 Jenkins St,3070,Northcote,Northern Metropolitan,Darebin,h,1590000,Jellis,S,2017-06-24,2017,6,3,1.0,False,1.0,False,5.3,563,0,
23 Leonard St,3070,Northcote,Northern Metropolitan,Darebin,h,1275000,Jellis,VB,2017-06-24,2017,6,3,1.0,False,0.0,False,5.3,245,0,
22 Waterloo Rd,3070,Northcote,Northern Metropolitan,Darebin,h,1350000,Nelson,VB,2017-06-24,2017,6,3,1.0,False,0.0,False,5.3,271,0,
5 Lynette St,3131,Nunawading,Eastern Metropolitan,Whitehorse,h,1075000,Ray,PI,2017-06-24,2017,6,4,2.0,False,2.0,False,15.4,697,0,216.0
4 Barina Rd,3046,Oak Park,Northern Metropolitan,Moreland,h,821000,Stockdale,S,2017-06-24,2017,6,3,1.0,False,1.0,False,11.2,656,0,
79 New Rd,3046,Oak Park,Northern Metropolitan,Moreland,h,1071888,Rendina,SP,2017-06-24,2017,6,4,2.0,False,4.0,False,11.2,553,0,190.0
3/13 Sylvester St,3046,Oak Park,Northern Metropolitan,Moreland,t,560000,Eview,SP,2017-06-24,2017,6,2,1.0,False,1.0,False,11.2,132,0,73.0
5 Eastgate St,3166,Oakleigh,Southern Metropolitan,Monash,h,1750000,HAR,S,2017-06-24,2017,6,5,2.0,False,2.0,False,12.3,546,0,313.0
33 Greta St,3166,Oakleigh East,Southern Metropolitan,Monash,h,1210000,Buxton,S,2017-06-24,2017,6,3,1.0,False,2.0,False,12.3,700,0,115.0
10 Devoy St,3167,Oakleigh South,South-Eastern Metropolitan,Monash,h,1500000,Buxton,S,2017-06-24,2017,6,4,2.0,False,2.0,False,15.5,597,0,
4 Hardy Ct,3167,Oakleigh South,South-Eastern Metropolitan,Monash,h,1215000,Buxton,S,2017-06-24,2017,6,4,2.0,False,4.0,False,15.5,619,0,
192 Haughton Rd,3167,Oakleigh South,South-Eastern Metropolitan,Monash,h,1265000,HAR,S,2017-06-24,2017,6,3,1.0,False,1.0,False,15.5,743,0,
266 Warrigal Rd,3167,Oakleigh South,South-Eastern Metropolitan,Monash,h,1050000,Buxton,S,2017-06-24,2017,6,4,2.0,False,2.0,False,15.5,624,0,
1/276 Grange Rd,3204,Ormond,Southern Metropolitan,Glen Eira,h,790000,Gary,S,2017-06-24,2017,6,2,1.0,False,2.0,False,11.4,253,0,
69 Willowtree Dr,3810,Pakenham,Eastern Victoria,Cardinia,h,410500,C21,S,2017-06-24,2017,6,4,2.0,False,2.0,False,47.3,425,0,
22 Keith St,3195,Parkdale,South-Eastern Metropolitan,Kingston,h,1300000,Buxton,SP,2017-06-24,2017,6,4,2.0,False,2.0,False,21.5,597,0,150.0
36A Warrigal Rd,3195,Parkdale,South-Eastern Metropolitan,Kingston,h,1400000,Buxton,VB,2017-06-24,2017,6,3,2.0,False,2.0,False,21.5,259,0,
44 Arndt Rd,3044,Pascoe Vale,Northern Metropolitan,Moreland,h,955000,Raine,S,2017-06-24,2017,6,3,1.0,False,4.0,False,8.5,645,0,
49 Kent Rd,3044,Pascoe Vale,Northern Metropolitan,Moreland,h,860000,Nelson,SP,2017-06-24,2017,6,2,1.0,False,4.0,False,8.5,609,0,
12 Shanley St,3044,Pascoe Vale,Northern Metropolitan,Moreland,h,740000,Brad,S,2017-06-24,2017,6,2,1.0,False,1.0,False,8.5,487,0,88.0
6/5 Liardet St,3207,Port Melbourne,Southern Metropolitan,Port Phillip,u,816000,hockingstuart,S,2017-06-24,2017,6,2,1.0,False,1.0,False,3.5,0,1,
308/15 Pickles St,3207,Port Melbourne,Southern Metropolitan,Port Phillip,u,800000,Greg,S,2017-06-24,2017,6,3,1.0,False,2.0,False,3.5,0,1,80.0
9/305 Dandenong Rd,3181,Prahran,Southern Metropolitan,Stonnington,u,1020000,hockingstuart,S,2017-06-24,2017,6,2,1.0,False,1.0,False,4.6,0,1,102.0
24/8 Sydney St,3181,Prahran,Southern Metropolitan,Stonnington,u,660000,Jellis,S,2017-06-24,2017,6,2,2.0,False,1.0,False,4.6,0,1,76.0
21 Edwin St,3072,Preston,Northern Metropolitan,Darebin,h,1242000,McGrath,S,2017-06-24,2017,6,3,2.0,False,3.0,False,8.4,468,0,135.5
186 Gilbert Rd,3072,Preston,Northern Metropolitan,Darebin,h,1365000,RW,S,2017-06-24,2017,6,2,1.0,False,2.0,False,8.4,525,0,
1/40 Grandview Rd,3072,Preston,Northern Metropolitan,Darebin,u,691000,Miles,S,2017-06-24,2017,6,3,1.0,False,1.0,False,8.4,170,0,
10 Ivy St,3072,Preston,Northern Metropolitan,Darebin,t,660000,Jellis,PI,2017-06-24,2017,6,2,2.0,False,1.0,False,8.4,70,0,
72d Oakover Rd,3072,Preston,Northern Metropolitan,Darebin,t,875000,Harcourts,S,2017-06-24,2017,6,3,2.0,False,2.0,False,8.4,214,0,
173 Raglan St,3072,Preston,Northern Metropolitan,Darebin,h,1350000,RW,S,2017-06-24,2017,6,5,3.0,False,4.0,False,8.4,525,0,266.76
6 The Mews,3072,Preston,Northern Metropolitan,Darebin,h,1020000,Nelson,VB,2017-06-24,2017,6,3,3.0,False,2.0,False,8.4,158,0,159.0
1 Balfour St,3073,Reservoir,Northern Metropolitan,Darebin,h,630000,Woodards,S,2017-06-24,2017,6,3,1.0,False,2.0,False,12.0,0,1,
29 Byfield St,3073,Reservoir,Northern Metropolitan,Darebin,h,877500,Nelson,S,2017-06-24,2017,6,3,1.0,False,1.0,False,12.0,598,0,
69 Chauvel St,3073,Reservoir,Northern Metropolitan,Darebin,h,912000,Ray,S,2017-06-24,2017,6,5,3.0,False,4.0,False,12.0,890,0,203.0
9 Kelverne St,3073,Reservoir,Northern Metropolitan,Darebin,h,685000,Nelson,S,2017-06-24,2017,6,3,1.0,False,3.0,False,12.0,494,0,102.0
1/31 Kenilworth St,3073,Reservoir,Northern Metropolitan,Darebin,u,270000,Stockdale,PI,2017-06-24,2017,6,1,1.0,False,1.0,False,12.0,0,1,60.0
13 McColl St,3073,Reservoir,Northern Metropolitan,Darebin,h,911000,Harcourts,S,2017-06-24,2017,6,3,1.0,False,4.0,False,12.0,601,0,
4/43 St Vigeons Rd,3073,Reservoir,Northern Metropolitan,Darebin,u,365000,Ray,SP,2017-06-24,2017,6,1,1.0,False,1.0,False,12.0,113,0,
1/65 Thackeray Rd,3073,Reservoir,Northern Metropolitan,Darebin,u,470000,RW,VB,2017-06-24,2017,6,2,1.0,False,1.0,False,12.0,73,0,
7/129 Hoddle St,3121,Richmond,Northern Metropolitan,Yarra,u,890500,Biggin,SP,2017-06-24,2017,6,2,2.0,False,2.0,False,2.4,180,0,123.0
15/104 Rowena Pde,3121,Richmond,Northern Metropolitan,Yarra,u,355000,Biggin,SP,2017-06-24,2017,6,1,1.0,False,0.0,False,2.4,1082,0,
15 The Crofts,3121,Richmond,Northern Metropolitan,Yarra,h,1300000,Jellis,VB,2017-06-24,2017,6,3,1.0,False,0.0,False,2.4,200,0,
4/12 Woodlawn St,3121,Richmond,Northern Metropolitan,Yarra,u,717000,Nelson,S,2017-06-24,2017,6,2,1.0,False,0.0,False,2.4,316,0,
18 Yorkshire St,3121,Richmond,Northern Metropolitan,Yarra,h,1530000,Marshall,S,2017-06-24,2017,6,3,1.0,False,2.0,False,2.4,187,0,
6 Ford St,3134,Ringwood,Eastern Metropolitan,Maroondah,h,1291000,Ray,S,2017-06-24,2017,6,3,2.0,False,2.0,False,19.9,776,0,
132 Wonga Rd,3134,Ringwood,Eastern Metropolitan,Maroondah,h,1085000,Fletchers,S,2017-06-24,2017,6,3,2.0,False,2.0,False,19.9,921,0,
28 Through Rd,3134,Ringwood North,Eastern Metropolitan,Maroondah,h,750000,Fletchers,S,2017-06-24,2017,6,3,1.0,False,1.0,False,19.9,446,0,114.0
84 Brighton Rd,3185,Ripponlea,Southern Metropolitan,Port Phillip,h,1005000,McGrath,PI,2017-06-24,2017,6,2,2.0,False,2.0,False,7.2,290,0,
71 Kellbourne Dr,3178,Rowville,South-Eastern Metropolitan,Knox,h,860000,Fletchers,S,2017-06-24,2017,6,4,2.0,False,0.0,False,23.5,725,0,196.0
4 Galilee Dr,3977,Sandhurst,South-Eastern Metropolitan,Frankston,h,645000,Harcourts,SP,2017-06-24,2017,6,4,2.0,False,2.0,False,34.7,448,0,187.0
26 Regent Ct,3191,Sandringham,Southern Metropolitan,Bayside,h,1770000,Charlton,S,2017-06-24,2017,6,4,2.0,False,2.0,False,15.2,463,0,233.0
56 Victoria St,3191,Sandringham,Southern Metropolitan,Bayside,h,2250000,hockingstuart,VB,2017-06-24,2017,6,5,3.0,False,2.0,False,15.2,640,0,
147 George St,3179,Scoresby,Eastern Metropolitan,Knox,h,833800,Barry,SP,2017-06-24,2017,6,3,1.0,False,0.0,False,22.2,730,0,
42 Mitchell St,3198,Seaford,South-Eastern Metropolitan,Frankston,h,1050000,U,S,2017-06-24,2017,6,6,4.0,False,2.0,False,35.4,662,0,373.0
36 Bayview Rd,3011,Seddon,Western Metropolitan,Maribyrnong,h,1085000,Village,S,2017-06-24,2017,6,3,1.0,False,1.0,False,5.1,297,0,211.0
14 Ward St,3205,South Melbourne,Southern Metropolitan,Port Phillip,h,1700000,Conquest,S,2017-06-24,2017,6,3,1.0,False,1.0,False,1.9,118,0,
6/90 Clowes St,3141,South Yarra,Southern Metropolitan,Melbourne,u,945000,Castran,PI,2017-06-24,2017,6,2,1.0,False,1.0,False,2.7,708,0,
348 Punt Rd,3141,South Yarra,Southern Metropolitan,Stonnington,h,900000,Castran,VB,2017-06-24,2017,6,3,1.0,False,1.0,False,2.7,119,0,
24 Tivoli Rd,3141,South Yarra,Southern Metropolitan,Stonnington,h,1810000,Jellis,S,2017-06-24,2017,6,3,2.0,False,2.0,False,2.7,273,0,
1 Bernard St,3015,Spotswood,Western Metropolitan,Hobsons Bay,h,785000,Williams,S,2017-06-24,2017,6,3,1.0,False,2.0,False,6.2,343,0,
5 Sullivan St,3171,Springvale,South-Eastern Metropolitan,Greater Dandenong,h,770000,Stockdale,S,2017-06-24,2017,6,3,1.0,False,1.0,False,20.8,606,0,
63 Lovell Dr,3021,St Albans,Western Metropolitan,Brimbank,h,600000,FN,PI,2017-06-24,2017,6,3,1.0,False,3.0,False,14.0,565,0,
3 Mitford Pl,3182,St Kilda,Southern Metropolitan,Port Phillip,h,1650000,Wilson,PI,2017-06-24,2017,6,4,2.0,False,2.0,False,5.0,268,0,
164 Mascoma St,3041,Strathmore,Western Metropolitan,Moonee Valley,h,883000,Considine,S,2017-06-24,2017,6,3,1.0,False,1.0,False,8.2,534,0,
140 Woodland St,3041,Strathmore,Western Metropolitan,Moonee Valley,h,1650000,Trimson,S,2017-06-24,2017,6,3,3.0,False,2.0,False,8.2,698,0,
64 Station St,3429,Sunbury,Western Metropolitan,Hume,h,755000,Brad,S,2017-06-24,2017,6,3,1.0,False,2.0,False,31.7,1011,0,
7 Arnold St,3020,Sunshine West,Western Metropolitan,Brimbank,h,780000,Sweeney,S,2017-06-24,2017,6,4,2.0,False,2.0,False,10.5,696,0,199.0
1/41 Bardsley St,3020,Sunshine West,Western Metropolitan,Brimbank,u,518000,HAR,S,2017-06-24,2017,6,3,1.0,False,1.0,False,10.5,322,0,
52 Park Rd,3127,Surrey Hills,Southern Metropolitan,Whitehorse,h,2000000,Noel,VB,2017-06-24,2017,6,5,3.0,False,2.0,False,10.2,735,0,286.0
430 Whitehorse Rd,3127,Surrey Hills,Southern Metropolitan,Boroondara,h,1050000,Marshall,S,2017-06-24,2017,6,3,2.0,False,2.0,False,10.2,444,0,
2 Glover Ct,3038,Taylors Lakes,Western Metropolitan,Brimbank,h,716000,Barry,S,2017-06-24,2017,6,4,2.0,False,2.0,False,15.5,684,0,
6 Annan Pl,3106,Templestowe,Eastern Metropolitan,Manningham,h,1450000,Jellis,PI,2017-06-24,2017,6,4,2.0,False,2.0,False,15.5,883,0,300.0
19 Dena Ct,3106,Templestowe,Eastern Metropolitan,Manningham,h,1860000,Jellis,PI,2017-06-24,2017,6,4,3.0,False,3.0,False,15.5,682,0,315.0
20 Fyfe Dr,3107,Templestowe Lower,Eastern Metropolitan,Manningham,h,1181000,Jellis,S,2017-06-24,2017,6,3,1.0,False,2.0,False,12.4,656,0,
23 Gertrude St,3107,Templestowe Lower,Eastern Metropolitan,Manningham,h,1352000,Ray,S,2017-06-24,2017,6,4,2.0,False,3.0,False,12.4,725,0,
15 Charlton Pl,3074,Thomastown,Northern Metropolitan,Whittlesea,h,632500,Harcourts,S,2017-06-24,2017,6,3,1.0,False,2.0,False,15.3,536,0,
2/4 Currajong St,3074,Thomastown,Northern Metropolitan,Whittlesea,u,460000,Love,S,2017-06-24,2017,6,3,1.0,False,1.0,False,15.3,340,0,
18 Darebin Dr,3074,Thomastown,Northern Metropolitan,Whittlesea,h,651000,Harcourts,S,2017-06-24,2017,6,3,1.0,False,2.0,False,15.3,555,0,135.0
52 The Boulevard,3074,Thomastown,Northern Metropolitan,Whittlesea,h,831000,Barry,S,2017-06-24,2017,6,3,1.0,False,2.0,False,15.3,651,0,
19 Alston St,3071,Thornbury,Northern Metropolitan,Darebin,h,1250000,Jellis,PI,2017-06-24,2017,6,3,1.0,False,2.0,False,7.0,695,0,133.0
243 Darebin Rd,3071,Thornbury,Northern Metropolitan,Darebin,h,1460000,Nelson,S,2017-06-24,2017,6,2,1.0,False,2.0,False,7.0,508,0,
29 Speight St,3071,Thornbury,Northern Metropolitan,Darebin,h,1000000,Nelson,PI,2017-06-24,2017,6,2,1.0,False,2.0,False,7.0,443,0,
3 Tharratt St,3071,Thornbury,Northern Metropolitan,Darebin,h,1420000,Ray,S,2017-06-24,2017,6,3,1.0,False,2.0,False,7.0,438,0,
6/1 Ruabon Rd,3142,Toorak,Southern Metropolitan,Stonnington,u,640000,hockingstuart,PI,2017-06-24,2017,6,3,1.0,False,1.0,False,4.1,0,1,
1/15 Flemington St,3032,Travancore,Western Metropolitan,Moonee Valley,t,856000,Nelson,S,2017-06-24,2017,6,2,1.0,False,2.0,False,4.3,326,0,
41 Carinya Rd,3133,Vermont,Eastern Metropolitan,Whitehorse,h,1235000,Noel,SP,2017-06-24,2017,6,4,2.0,False,4.0,False,17.2,624,0,161.0
14 Hartland Rd,3133,Vermont South,Eastern Metropolitan,Whitehorse,h,1425000,McGrath,PI,2017-06-24,2017,6,5,3.0,False,3.0,False,17.2,842,0,
6 Nolan Cl,3133,Vermont South,Eastern Metropolitan,Whitehorse,h,1650000,Noel,PI,2017-06-24,2017,6,4,2.0,False,2.0,False,17.2,1250,0,
3 Reynella Cl,3133,Vermont South,Eastern Metropolitan,Whitehorse,h,1400000,Jellis,PI,2017-06-24,2017,6,4,3.0,False,2.0,False,17.2,882,0,
3 Terrara Ct,3133,Vermont South,Eastern Metropolitan,Whitehorse,h,1290000,Ray,S,2017-06-24,2017,6,4,2.0,False,2.0,False,17.2,407,0,300.0
